15,4.5315093994140625,0.0336
30,4.461755605844351,0.046
45,4.407451531825921,0.0772
60,4.373543372521033,0.0683
75,4.348878909380008,0.0858
90,4.320914635291467,0.102
105,4.299319927509014,0.101
120,4.284036880884415,0.1169
135,4.259540655674079,0.1208
150,4.2482475867638225,0.1182
165,4.22861813276242,0.1341
180,4.2211558024088545,0.1377
195,4.211491511418269,0.1479
210,4.190687521910056,0.1475
225,4.174107478215144,0.1698
240,4.153037438025842,0.181
241,4.155472193008814,0.1782
242,4.15075448843149,0.1733
243,4.154906444060496,0.1739
244,4.156304383889223,0.1762
245,4.149846786107773,0.1814
246,4.153517894255809,0.1741
247,4.152693919646434,0.179
248,4.148664816831931,0.1779
249,4.149028680263421,0.172
